sample_id,length,was_split,num_segments,original_cer,split_cer,cer_improvement,original_wer,split_wer
hf_25009,59,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25070,70,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25102,64,False,1,0.062500,0.062500,0.000000,0.300000,0.300000
hf_25138,65,False,1,0.015385,0.015385,0.000000,0.125000,0.125000
hf_25164,19,False,1,0.052632,0.052632,0.000000,0.500000,0.500000
hf_25216,30,False,1,0.200000,0.200000,0.000000,1.000000,1.000000
hf_25244,8,False,1,0.375000,0.375000,0.000000,1.000000,1.000000
hf_25484,33,False,1,0.696970,0.696970,0.000000,1.000000,1.000000
hf_25524,33,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25558,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25586,67,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25822,7,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_25928,69,False,1,0.028986,0.028986,0.000000,0.166667,0.166667
hf_25938,59,False,1,0.033898,0.033898,0.000000,0.400000,0.400000
hf_25995,11,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26113,38,False,1,0.578947,0.578947,0.000000,1.000000,1.000000
hf_26148,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26175,84,False,1,0.297619,0.297619,0.000000,0.250000,0.250000
hf_26191,66,False,1,0.318182,0.318182,0.000000,0.500000,0.500000
hf_26193,42,False,1,0.142857,0.142857,0.000000,1.000000,1.000000
hf_26244,41,False,1,0.073171,0.073171,0.000000,0.666667,0.666667
hf_26260,24,False,1,0.416667,0.416667,0.000000,1.500000,1.500000
hf_26282,54,False,1,0.055556,0.055556,0.000000,0.333333,0.333333
hf_26290,9,False,1,0.333333,0.333333,0.000000,1.000000,1.000000
hf_26371,30,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26378,36,False,1,0.027778,0.027778,0.000000,0.200000,0.200000
hf_26386,47,False,1,0.212766,0.212766,0.000000,0.750000,0.750000
hf_26461,52,False,1,0.500000,0.500000,0.000000,1.000000,1.000000
hf_26488,31,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26497,32,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26502,85,False,1,0.341176,0.341176,0.000000,1.000000,1.000000
hf_26612,61,False,1,0.098361,0.098361,0.000000,0.500000,0.500000
hf_26632,46,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26634,78,False,1,0.576923,0.576923,0.000000,0.900000,0.900000
hf_26635,50,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26677,37,False,1,0.216216,0.216216,0.000000,1.000000,1.000000
hf_26712,75,False,1,0.253333,0.253333,0.000000,0.333333,0.333333
hf_26738,47,False,1,0.063830,0.063830,0.000000,0.250000,0.250000
hf_26761,51,False,1,0.078431,0.078431,0.000000,0.166667,0.166667
hf_26764,39,False,1,0.102564,0.102564,0.000000,0.500000,0.500000
hf_26772,43,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26941,13,False,1,0.076923,0.076923,0.000000,0.333333,0.333333
hf_26977,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_26982,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27020,48,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27082,15,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27160,43,False,1,0.116279,0.116279,0.000000,0.750000,0.750000
hf_27188,65,False,1,0.169231,0.169231,0.000000,0.666667,0.666667
hf_27193,36,False,1,0.055556,0.055556,0.000000,0.500000,0.500000
hf_27229,69,False,1,0.043478,0.043478,0.000000,0.428571,0.428571
hf_27248,38,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27274,48,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27460,31,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27474,6,False,1,0.666667,0.666667,0.000000,1.000000,1.000000
hf_27493,81,False,1,0.185185,0.185185,0.000000,0.615385,0.615385
hf_27528,21,False,1,0.142857,0.142857,0.000000,1.000000,1.000000
hf_27534,53,False,1,0.037736,0.037736,0.000000,0.142857,0.142857
hf_27554,61,False,1,0.065574,0.065574,0.000000,0.181818,0.181818
hf_27627,56,False,1,0.017857,0.017857,0.000000,0.250000,0.250000
hf_27648,33,False,1,0.272727,0.272727,0.000000,0.600000,0.600000
hf_27651,26,False,1,0.269231,0.269231,0.000000,0.800000,0.800000
hf_27666,66,False,1,0.090909,0.090909,0.000000,0.142857,0.142857
hf_27696,41,False,1,0.097561,0.097561,0.000000,0.333333,0.333333
hf_27722,5,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27730,33,False,1,0.303030,0.303030,0.000000,0.714286,0.714286
hf_27759,38,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27861,76,False,1,0.131579,0.131579,0.000000,0.555556,0.555556
hf_27862,24,False,1,0.083333,0.083333,0.000000,0.333333,0.333333
hf_27885,19,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_27966,39,False,1,0.025641,0.025641,0.000000,0.250000,0.250000
hf_28028,41,False,1,0.024390,0.024390,0.000000,0.250000,0.250000
hf_28074,54,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28077,90,False,1,0.022222,0.022222,0.000000,0.181818,0.181818
hf_28089,7,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28103,51,False,1,0.098039,0.098039,0.000000,0.666667,0.666667
hf_28166,40,False,1,0.025000,0.025000,0.000000,0.200000,0.200000
hf_28173,66,False,1,0.075758,0.075758,0.000000,0.571429,0.571429
hf_28249,32,False,1,0.031250,0.031250,0.000000,0.200000,0.200000
hf_28265,43,False,1,0.255814,0.255814,0.000000,1.000000,1.000000
hf_28313,36,False,1,0.194444,0.194444,0.000000,0.333333,0.333333
hf_28411,49,False,1,0.102041,0.102041,0.000000,0.750000,0.750000
hf_28479,59,False,1,0.661017,0.661017,0.000000,1.000000,1.000000
hf_28492,38,False,1,0.289474,0.289474,0.000000,1.000000,1.000000
hf_28540,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28545,43,False,1,0.023256,0.023256,0.000000,0.166667,0.166667
hf_28562,67,False,1,0.119403,0.119403,0.000000,0.333333,0.333333
hf_28566,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28577,17,False,1,0.058824,0.058824,0.000000,1.000000,1.000000
hf_28599,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28688,44,False,1,0.022727,0.022727,0.000000,0.666667,0.666667
hf_28711,55,False,1,0.290909,0.290909,0.000000,0.888889,0.888889
hf_28712,39,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28716,38,False,1,0.289474,0.289474,0.000000,1.000000,1.000000
hf_28780,53,False,1,0.075472,0.075472,0.000000,0.666667,0.666667
hf_28827,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28866,62,False,1,0.080645,0.080645,0.000000,0.428571,0.428571
hf_28952,60,False,1,0.050000,0.050000,0.000000,0.333333,0.333333
hf_28956,50,False,1,0.040000,0.040000,0.000000,0.222222,0.222222
hf_28969,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28977,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_28981,75,False,1,0.026667,0.026667,0.000000,0.222222,0.222222
hf_29004,44,False,1,0.045455,0.045455,0.000000,0.333333,0.333333
hf_29014,62,False,1,0.048387,0.048387,0.000000,0.428571,0.428571
hf_29041,64,False,1,0.015625,0.015625,0.000000,0.142857,0.142857
hf_29223,31,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29264,60,False,1,0.016667,0.016667,0.000000,0.166667,0.166667
hf_29371,47,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29400,70,False,1,0.185714,0.185714,0.000000,0.555556,0.555556
hf_29439,20,False,1,0.250000,0.250000,0.000000,0.600000,0.600000
hf_29495,40,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29524,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29543,35,False,1,0.200000,0.200000,0.000000,0.600000,0.600000
hf_29588,40,False,1,0.025000,0.025000,0.000000,0.400000,0.400000
hf_29714,59,False,1,0.135593,0.135593,0.000000,0.500000,0.500000
hf_29735,34,False,1,0.088235,0.088235,0.000000,0.500000,0.500000
hf_29736,12,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29755,71,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29799,30,False,1,0.133333,0.133333,0.000000,0.666667,0.666667
hf_29807,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29819,72,False,1,0.388889,0.388889,0.000000,1.000000,1.000000
hf_29841,15,False,1,0.133333,0.133333,0.000000,0.333333,0.333333
hf_29846,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29914,67,False,1,0.029851,0.029851,0.000000,0.166667,0.166667
hf_29935,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_29964,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30034,48,False,1,0.083333,0.083333,0.000000,0.500000,0.500000
hf_30071,79,False,1,0.341772,0.341772,0.000000,0.416667,0.416667
hf_30108,9,False,1,0.666667,0.666667,0.000000,1.000000,1.000000
hf_30129,77,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30166,60,False,1,0.033333,0.033333,0.000000,0.200000,0.200000
hf_30241,53,False,1,0.264151,0.264151,0.000000,0.666667,0.666667
hf_30257,32,False,1,0.093750,0.093750,0.000000,0.600000,0.600000
hf_30276,67,False,1,0.238806,0.238806,0.000000,0.500000,0.500000
hf_30294,46,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30318,15,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30444,58,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30450,20,False,1,0.300000,0.300000,0.000000,1.000000,1.000000
hf_30455,71,False,1,0.098592,0.098592,0.000000,0.571429,0.571429
hf_30465,54,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30473,87,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30476,80,False,1,0.012500,0.012500,0.000000,0.111111,0.111111
hf_30534,18,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30606,51,False,1,0.294118,0.294118,0.000000,0.800000,0.800000
hf_30630,18,False,1,0.055556,0.055556,0.000000,1.000000,1.000000
hf_30674,69,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30716,52,False,1,0.057692,0.057692,0.000000,0.250000,0.250000
hf_30762,48,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30796,73,False,1,0.452055,0.452055,0.000000,0.916667,0.916667
hf_30802,46,False,1,0.108696,0.108696,0.000000,0.571429,0.571429
hf_30822,5,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30834,77,False,1,0.584416,0.584416,0.000000,1.000000,1.000000
hf_30847,82,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30947,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30976,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_30996,79,False,1,0.240506,0.240506,0.000000,1.000000,1.000000
hf_31010,69,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31015,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31035,37,False,1,0.162162,0.162162,0.000000,0.600000,0.600000
hf_31108,38,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31138,56,False,1,0.071429,0.071429,0.000000,0.333333,0.333333
hf_31148,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31201,78,False,1,0.153846,0.153846,0.000000,0.666667,0.666667
hf_31246,54,False,1,0.240741,0.240741,0.000000,0.625000,0.625000
hf_31259,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31308,59,False,1,0.186441,0.186441,0.000000,0.875000,0.875000
hf_31373,42,False,1,0.119048,0.119048,0.000000,1.000000,1.000000
hf_31546,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31621,52,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31686,47,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31732,47,False,1,0.106383,0.106383,0.000000,0.600000,0.600000
hf_31741,13,False,1,0.153846,0.153846,0.000000,1.000000,1.000000
hf_31758,58,False,1,0.017241,0.017241,0.000000,0.125000,0.125000
hf_31766,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31812,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31826,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31827,30,False,1,0.166667,0.166667,0.000000,1.000000,1.000000
hf_31849,66,False,1,0.015152,0.015152,0.000000,0.142857,0.142857
hf_31894,22,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_31952,26,False,1,0.192308,0.192308,0.000000,0.400000,0.400000
hf_31996,20,False,1,0.100000,0.100000,0.000000,0.333333,0.333333
hf_32016,51,False,1,0.431373,0.431373,0.000000,1.000000,1.000000
hf_32019,68,False,1,0.132353,0.132353,0.000000,0.666667,0.666667
hf_32021,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32089,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32125,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32166,17,False,1,0.058824,0.058824,0.000000,1.000000,1.000000
hf_32170,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32225,74,False,1,0.040541,0.040541,0.000000,0.428571,0.428571
hf_32227,49,False,1,0.061224,0.061224,0.000000,0.375000,0.375000
hf_32343,52,False,1,0.134615,0.134615,0.000000,0.571429,0.571429
hf_32361,11,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32394,51,False,1,0.254902,0.254902,0.000000,0.857143,0.857143
hf_32399,74,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_32471,56,False,1,0.017857,0.017857,0.000000,0.166667,0.166667
hf_32661,31,False,1,0.032258,0.032258,0.000000,0.333333,0.333333
hf_32669,65,False,1,0.092308,0.092308,0.000000,0.428571,0.428571
hf_32717,10,False,1,0.300000,0.300000,0.000000,1.000000,1.000000
hf_32798,36,False,1,0.166667,0.166667,0.000000,1.000000,1.000000
hf_32806,49,False,1,0.591837,0.591837,0.000000,1.000000,1.000000
hf_32954,49,False,1,0.020408,0.020408,0.000000,0.333333,0.333333
hf_33081,66,False,1,0.015152,0.015152,0.000000,0.142857,0.142857
hf_33118,56,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33122,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33153,66,False,1,0.106061,0.106061,0.000000,0.500000,0.500000
hf_33158,31,False,1,0.161290,0.161290,0.000000,0.750000,0.750000
hf_33234,93,False,1,0.096774,0.096774,0.000000,0.583333,0.583333
hf_33270,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33271,60,False,1,0.333333,0.333333,0.000000,0.833333,0.833333
hf_33275,28,False,1,0.071429,0.071429,0.000000,0.500000,0.500000
hf_33281,60,False,1,0.366667,0.366667,0.000000,1.000000,1.000000
hf_33308,61,False,1,0.049180,0.049180,0.000000,0.375000,0.375000
hf_33349,5,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33384,53,False,1,0.132075,0.132075,0.000000,0.714286,0.714286
hf_33392,41,False,1,0.219512,0.219512,0.000000,0.888889,0.888889
hf_33500,39,False,1,1.000000,1.000000,0.000000,1.000000,1.000000
hf_33516,58,False,1,0.034483,0.034483,0.000000,0.400000,0.400000
hf_33695,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33724,32,False,1,0.031250,0.031250,0.000000,0.500000,0.500000
hf_33780,76,False,1,0.500000,0.500000,0.000000,1.000000,1.000000
hf_33857,52,False,1,0.134615,0.134615,0.000000,0.800000,0.800000
hf_33919,49,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33944,61,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_33976,87,False,1,0.137931,0.137931,0.000000,0.666667,0.666667
hf_34010,30,False,1,0.766667,0.766667,0.000000,1.000000,1.000000
hf_34073,45,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_34163,47,False,1,0.021277,0.021277,0.000000,0.200000,0.200000
hf_34193,43,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_34247,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_34261,30,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_34382,85,False,1,0.023529,0.023529,0.000000,0.181818,0.181818
hf_34581,71,False,1,0.295775,0.295775,0.000000,0.833333,0.833333
hf_34664,56,False,1,0.125000,0.125000,0.000000,0.875000,0.875000
hf_34676,74,False,1,0.081081,0.081081,0.000000,0.428571,0.428571
hf_34757,91,False,1,0.010989,0.010989,0.000000,0.100000,0.100000
hf_34794,11,False,1,0.090909,0.090909,0.000000,1.000000,1.000000
hf_34807,52,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_34808,55,False,1,0.145455,0.145455,0.000000,0.666667,0.666667
hf_34911,55,False,1,0.581818,0.581818,0.000000,1.000000,1.000000
hf_34913,37,False,1,0.135135,0.135135,0.000000,0.800000,0.800000
hf_35004,64,False,1,0.140625,0.140625,0.000000,0.833333,0.833333
hf_35005,36,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35118,31,False,1,0.032258,0.032258,0.000000,0.250000,0.250000
hf_35141,48,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35142,45,False,1,0.111111,0.111111,0.000000,0.190476,0.190476
hf_35146,29,False,1,0.413793,0.413793,0.000000,1.000000,1.000000
hf_35190,63,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35234,55,False,1,0.145455,0.145455,0.000000,0.500000,0.500000
hf_35269,81,False,1,0.123457,0.123457,0.000000,0.571429,0.571429
hf_35272,12,False,1,0.250000,0.250000,0.000000,1.000000,1.000000
hf_35287,50,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35296,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35322,9,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35339,35,False,1,0.085714,0.085714,0.000000,0.600000,0.600000
hf_35343,32,False,1,0.062500,0.062500,0.000000,0.500000,0.500000
hf_35348,69,False,1,0.130435,0.130435,0.000000,0.666667,0.666667
hf_35351,54,False,1,0.129630,0.129630,0.000000,0.714286,0.714286
hf_35388,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35399,73,False,1,0.191781,0.191781,0.000000,0.444444,0.444444
hf_35427,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35533,7,False,1,0.285714,0.285714,0.000000,1.000000,1.000000
hf_35559,16,False,1,0.187500,0.187500,0.000000,0.500000,0.500000
hf_35560,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35600,31,False,1,0.032258,0.032258,0.000000,0.125000,0.125000
hf_35614,14,False,1,0.214286,0.214286,0.000000,0.500000,0.500000
hf_35688,45,False,1,0.200000,0.200000,0.000000,0.437500,0.437500
hf_35713,47,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35741,79,False,1,0.227848,0.227848,0.000000,0.900000,0.900000
hf_35755,60,False,1,0.183333,0.183333,0.000000,0.625000,0.625000
hf_35791,53,False,1,0.150943,0.150943,0.000000,0.666667,0.666667
hf_35905,36,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35909,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_35993,65,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36031,52,False,1,0.192308,0.192308,0.000000,0.714286,0.714286
hf_36051,32,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36066,43,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36070,18,False,1,0.222222,0.222222,0.000000,1.500000,1.500000
hf_36099,36,False,1,0.027778,0.027778,0.000000,0.250000,0.250000
hf_36127,77,False,1,0.649351,0.649351,0.000000,1.000000,1.000000
hf_36154,28,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36170,56,False,1,0.053571,0.053571,0.000000,0.250000,0.250000
hf_36175,58,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36178,58,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36192,57,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36210,49,False,1,0.061224,0.061224,0.000000,0.500000,0.500000
hf_36256,68,False,1,0.250000,0.250000,0.000000,1.000000,1.000000
hf_36264,21,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36272,13,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36301,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36333,63,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36346,28,False,1,0.214286,0.214286,0.000000,1.000000,1.000000
hf_36384,63,False,1,0.126984,0.126984,0.000000,0.666667,0.666667
hf_36422,45,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36424,62,False,1,0.322581,0.322581,0.000000,0.857143,0.857143
hf_36500,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36530,60,False,1,0.616667,0.616667,0.000000,1.250000,1.250000
hf_36573,75,False,1,0.106667,0.106667,0.000000,0.555556,0.555556
hf_36629,48,False,1,0.583333,0.583333,0.000000,1.166667,1.166667
hf_36692,69,False,1,0.072464,0.072464,0.000000,0.142857,0.142857
hf_36759,30,False,1,0.633333,0.633333,0.000000,1.000000,1.000000
hf_36781,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36789,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36886,17,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36896,18,False,1,0.055556,0.055556,0.000000,0.500000,0.500000
hf_36960,42,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_36987,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_37042,41,False,1,0.365854,0.365854,0.000000,0.666667,0.666667
hf_37088,71,False,1,0.563380,0.563380,0.000000,1.000000,1.000000
hf_37170,5,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_37182,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
